RXCUI,INGREDIENT
1658470,streptococcus pneumoniae type 20 capsular polysaccharide antigen
1658470,streptococcus pneumoniae type 22f capsular polysaccharide antigen
1658470,streptococcus pneumoniae type 23f capsular polysaccharide antigen
1658470,streptococcus pneumoniae type 3 capsular polysaccharide antigen
1658470,streptococcus pneumoniae type 33f capsular polysaccharide antigen
1658470,streptococcus pneumoniae type 4 capsular polysaccharide antigen
1658470,streptococcus pneumoniae type 5 capsular polysaccharide antigen
1658470,streptococcus pneumoniae type 6b capsular polysaccharide antigen
1658470,streptococcus pneumoniae type 7f capsular polysaccharide antigen
1658470,streptococcus pneumoniae type 8 capsular polysaccharide antigen
1658470,streptococcus pneumoniae type 9n capsular polysaccharide antigen
1658470,streptococcus pneumoniae type 9v capsular polysaccharide antigen
199866,glutamine
2400230,melatonin
310994,infliximab
1441422,methotrexate
1011482,cetirizine
598050,polyvinyl alcohol
598050,povidone
861353,clobetasol
197670,estrogens; esterified (usp)
197670,methyltestosterone
577776,candesartan
311963,niacin
861467,meperidine
1001689,potassium sulfate
1001689,sodium sulfate
1001689,magnesium sulfate
966406,levothyroxine
1303132,prednisone
242347,vitamin b12
848160,golimumab
310534,glyburide
1298070,cyclopentolate
1651266,olodaterol
1651266,tiotropium
647556,fluoxetine
197594,dichlorphenamide
2282313,rimegepant
751139,lamotrigine
1666613,baclofen
859063,diclofenac
802759,vitamin b12
802759,calcium ascorbate
802759,calcium threonate
802759,succinic acid
802759,ferrous asparto glycinate
802759,liver stomach concentrate
579958,glutamine
2056480,levothyroxine
1088772,potassium bicarbonate
308177,amoxicillin
308212,ampicillin
1870785,melatonin
242026,melatonin
1041814,thyroid (usp)
313195,tamoxifen
1488569,dapagliflozin
705133,nitroglycerin
1728055,palonosetron
830897,diltiazem
581549,estradiol
197409,betamethasone
43611,latanoprost
238151,mesalamine
2599173,amlodipine
2602122,edaravone
1650274,cholecalciferol
884528,dextroamphetamine
1232653,phenylephrine
826807,dimethicone
644794,vitamin b12
644794,vitamin b6
644794,folic acid
24941,ferrous fumarate
209397,acetaminophen
996617,memantine
1658265,magnesium sulfate
617624,sodium fluoride
1247453,fluorescein
1247453,proparacaine
966160,levothyroxine
857183,fosinopril
2379736,influenza a virus (h1n1) antigen
2379736,influenza a virus (h3n2) antigen
2379736,influenza b virus antigen
1012455,bupivacaine
2605051,influenza a virus (h1n1) antigen
2605051,influenza a virus (h3n2) antigen
2605051,influenza b virus antigen
898350,amlodipine
898350,benazepril
359050,tretinoin
311621,methionine
731181,darbepoetin alfa
313913,lipase
313913,amylase
313913,protease
2553802,semaglutide
251857,ramipril
1999037,metoprolol
1088245,docusate
863758,oxybutynin
33094,peppermint oil
1536675,aspirin
1536675,citric acid
1536675,sodium bicarbonate
578044,nepafenac
1303135,prednisone
2046528,diphenhydramine
849497,magnesium glycinate
1655726,adalimumab
1663244,amiodarone
403853,olmesartan
403853,hydrochlorothiazide
2182338,etanercept
643066,efavirenz
643066,emtricitabine
643066,tenofovir disoproxil
1439837,riociguat
200165,vitamin b12
347151,thyroid (usp)
312444,piperacillin
199994,zinc acetate
1806645,aminolevulinic acid
1148485,tramadol
204874,hydrocortisone
204874,neomycin
204874,polymyxin b
197383,atenolol
197383,chlorthalidone
647253,ketoconazole
1049593,oxycodone
308853,caffeine
1726210,biotin
242297,ethinyl estradiol
242297,levonorgestrel
1099625,valproate
200089,prasterone
349274,darbepoetin alfa
861672,dihydroergotamine
725145,petrolatum
1094147,phenazopyridine
1790812,dolasetron
2059015,rivaroxaban
1095224,ferrous fumarate
1095224,ethinyl estradiol
1095224,norethindrone
797638,neisseria meningitidis serogroup a capsular polysaccharide diphtheria toxoid protein conjugate vaccine
797638,neisseria meningitidis serogroup c capsular polysaccharide diphtheria toxoid protein conjugate vaccine
797638,neisseria meningitidis serogroup w-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine
797638,neisseria meningitidis serogroup y capsular polysaccharide diphtheria toxoid protein conjugate vaccine
809158,etanercept
2561266,influenza a virus (h1n1) antigen
2561266,influenza a virus (h3n2) antigen
2561266,influenza b virus antigen
731564,penicillin g
804183,rubella virus vaccine live (wistar ra 27-3 strain)
804183,mumps virus vaccine live; jeryl lynn strain
804183,measles virus vaccine live; enders' attenuated edmonston strain
608623,metoclopramide
894814,morphine
2056500,levothyroxine
349251,tenofovir disoproxil
1871444,morphine
285059,albuterol
285059,ipratropium
316543,potassium chloride
540404,eszopiclone
224920,levothyroxine
202692,ketoconazole
315431,aspirin
404930,ciprofloxacin
404930,dexamethasone
174742,clopidogrel
992212,guaifenesin
1242968,exenatide
210454,vitamin e
2604879,lidocaine
643070,efavirenz
643070,emtricitabine
643070,tenofovir disoproxil
2362178,opicapone
2166928,olodaterol
2166928,tiotropium
212232,estrogens; esterified (usp)
1046242,chondroitin sulfates
1046242,glucosamine
1099703,valproate
1720601,mepolizumab
1667692,gentamicin
199326,metronidazole
1947301,palonosetron
892646,morphine
801868,sodium phosphate; dibasic
801868,potassium phosphate
801868,glucose
801868,sodium acetate
801868,sodium gluconate
801868,magnesium chloride
801868,potassium chloride
801868,sodium chloride
1734208,ropivacaine
897700,verapamil
1049882,diphenhydramine
198993,malic acid
198993,magnesium hydroxide
2048946,phenazopyridine
2549331,pegfilgrastim
727931,thiopental
1191692,lidocaine
352317,atomoxetine
248088,salmon calcitonin
1116374,sodium chloride
1242330,lactobacillus acidophilus
151260,fluoxetine
386998,albuterol
857501,acetaminophen
857501,hydrocodone
727537,filgrastim
977920,atenolol
977920,hydrochlorothiazide
977920,amiloride
1013939,clonidine
857706,diclofenac
857706,misoprostol
1544401,methotrexate
2000007,glatiramer
1790161,cabozantinib
1792398,citric acid
1792398,gluconolactone
1792398,magnesium carbonate
1048144,carbamide peroxide
2221,cellulose
2395785,dulaglutide
540617,nitazoxanide
858127,degarelix
856946,acetaminophen
856946,hydrocodone
2003662,thrombin
2003662,fibrinogen
1234519,pramoxine
1234519,hydrocortisone
103919,fluvastatin
1362067,heparin
1745450,lidocaine
1745450,mineral oil
1745450,petrolatum
1745450,phenylephrine
403970,fluoxetine
403970,olanzapine
603122,lanthanum carbonate
250418,ibuprofen
1483549,drospirenone
1483549,estradiol
1233876,dihydroergotamine
204913,iodine
204913,potassium iodide
1656056,cangrelor
208547,thyroid (usp)
1733859,lidocaine
1733859,petrolatum
858772,hydrocodone
858772,ibuprofen
744830,loratadine
2056743,latanoprost
858092,fentanyl
104908,acetaminophen
104908,methionine
1988977,pregabalin
247816,acetaminophen
247816,caffeine
1741570,albumin human; usp
1871446,morphine
1745438,glycerin
1745438,lidocaine
1745438,phenylephrine
849452,sumatriptan
849452,naproxen
865575,metoprolol
1651275,olodaterol
1651275,tiotropium
1741562,calcium carbonate
1741562,simethicone
1600991,aspirin
1000107,botulinum toxin type a
2268058,triprolidine
2268058,dextromethorphan
2268058,phenylephrine
801005,magnesium acetate
801005,glucose
801005,potassium acetate
801005,sodium chloride
1363423,gentamicin
898697,trazodone
801015,threonine
801015,tryptophan
801015,arginine
801015,tyrosine
801015,valine
801015,calcium chloride
801015,alanine
801015,glucose
801015,glycine
801015,histidine
801015,dibasic potassium phosphate
801015,sodium acetate
801015,isoleucine
801015,leucine
801015,lysine
801015,magnesium chloride
801015,methionine
801015,phenylalanine
801015,proline
801015,serine
801015,sodium chloride
1790239,clevidipine
1918205,salmeterol
1918205,fluticasone
1431102,buprenorphine
1431102,naloxone
483431,imatinib
1547582,streptococcus pneumoniae type 1 capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 10a capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 11a capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 12f capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 14 capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 15b capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 17f capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 18c capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 19a capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 19f capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 2 capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 20 capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 22f capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 23f capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 3 capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 33f capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 4 capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 5 capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 6b capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 7f capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 8 capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 9n capsular polysaccharide antigen
1547582,streptococcus pneumoniae type 9v capsular polysaccharide antigen
1667672,cariprazine
1799428,nitroglycerin
1305100,ethanol
1112976,belatacept
199783,nimodipine
1190122,hyaluronate
1150101,bifidobacterium longum
1150101,bifidobacterium animalis
1150101,lactobacillus acidophilus
1809464,immunoglobulin g
2047882,testosterone
314153,orlistat
6404,linseed oil
54993,potassium citrate
317403,levofloxacin
313272,theophylline
1790097,doxorubicin
283809,travoprost
1863354,vincristine
847628,lactate
847628,calcium chloride
847628,potassium chloride
847628,sodium chloride
884198,chlorthalidone
884198,clonidine
1094131,acetaminophen
1094131,dextromethorphan
1094131,diphenhydramine
723533,aspirin
723533,acetaminophen
723533,caffeine
2289243,triamcinolone
2200183,duloxetine
199240,vitamin b12
199240,folic acid
209364,acetaminophen
999990,amlodipine
999990,olmesartan
999990,hydrochlorothiazide
849737,naproxen
966629,beclomethasone
393275,atenolol
393275,nifedipine
1988974,pregabalin
990997,physostigmine
204900,acetaminophen
858587,nicardipine
1293628,epinephrine
1293628,lidocaine
311427,magnesium hydroxide
1665699,meperidine
1116554,sodium chloride
259128,potassium
1662278,linezolid
1234576,phenylephrine
1809463,immunoglobulin g
141868,capsaicin
1796460,acetaminophen
1796460,pheniramine
1796460,phenylephrine
1536924,acetaminophen
1536924,dextromethorphan
1536924,phenylephrine
105551,busulfan
1742224,albumin human; usp
197785,hydrocortisone
314227,sumatriptan
238542,methyl salicylate
1090518,ranitidine
857076,acetaminophen
857076,hydrocodone
883358,calcitriol
1190748,atropine
1190748,edrophonium
1308535,guaifenesin
1308535,phenylephrine
824295,rufinamide
313310,theophylline
991456,vitamin a
991456,ergocalciferol
2598128,succinylcholine
801013,threonine
801013,tryptophan
801013,arginine
801013,tyrosine
801013,valine
801013,calcium chloride
801013,alanine
801013,glucose
801013,glycine
801013,histidine
801013,dibasic potassium phosphate
801013,sodium acetate
801013,isoleucine
801013,leucine
801013,lysine
801013,magnesium chloride
801013,methionine
801013,phenylalanine
801013,proline
801013,serine
801013,sodium chloride
577232,zinc oxide
577232,menthol
1731348,deferoxamine
2553506,semaglutide
60212,atovaquone
238142,aspirin
238142,acetaminophen
238142,caffeine
69120,tiotropium
801958,diazepam
1365902,methylsulfonylmethane
1365902,chondroitin sulfates
1365902,glucosamine
1101938,sodium fluoride
1722239,diphenhydramine
1724792,bupivacaine
2050418,influenza a virus (h1n1) antigen
2050418,influenza a virus (h3n2) antigen
2050418,influenza b virus antigen
968409,trichophyton mentagrophytes allergenic extract
899932,wheat dextrin
251374,acetaminophen
1115467,leuprolide
197684,etodolac
1482813,golimumab
197861,leucovorin
798426,hepatitis b surface antigen vaccine
861490,clobetasol
377441,latanoprost
603541,natalizumab
225036,enoxaparin
378092,lactulose
328931,calcium carbonate
1183429,triamcinolone
343265,fluorouracil
563812,ondansetron
373133,nystatin
368070,valsartan
861505,clobetasol
830719,docosahexaenoate
1871441,morphine
861974,methimazole
1536474,citric acid
1536474,potassium bicarbonate
1536474,sodium bicarbonate
198740,magnesium oxide
1809206,immunoglobulin g
412174,ursodeoxycholate
544118,iodoquinol
544118,hydrocortisone
363765,bimatoprost
541684,ibandronate
284799,esomeprazole
2597529,lidocaine
206971,indomethacin
544454,lactulose
573137,repaglinide
1312970,polysaccharide iron complex
166283,lidocaine
166283,prilocaine
1926840,methylphenidate
797743,chlorhexidine
1551884,lanthanum carbonate
1310531,teriflunomide
1149634,estradiol
1716219,patiromer
858748,ursodeoxycholate
476872,nizatidine
198352,zidovudine
1047508,moxifloxacin
359634,hypromellose
311955,niacin
1041495,bimatoprost
688594,salmon calcitonin
1729055,selexipag
897698,hydromorphone
105029,gabapentin
205866,clarithromycin
855334,warfarin
854878,zolpidem
205490,bumetanide
213344,citalopram
1099571,valproate
207712,nicotine
212549,amlodipine
206786,lithium carbonate
205886,glycopyrronium
1797935,fluticasone
211700,paroxetine
886664,flecainide
197581,dexamethasone
213298,paricalcitol
1658259,magnesium sulfate
108513,tacrolimus
152414,atenolol
104095,famotidine
1292435,varicella-zoster virus vaccine live (oka-merck) strain
996574,memantine
848330,estradiol
859753,rosuvastatin
105018,lamotrigine
1367410,ergocalciferol
706958,cinacalcet
854859,dronedarone
402094,atazanavir
860534,carvedilol
207436,rifampin
861377,sevelamer
207680,prochlorperazine
1601373,naloxegol
1946772,methotrexate
607020,pregabalin
966201,levothyroxine
284534,bivalirudin
596918,lansoprazole
1012726,mepivacaine
214183,acetaminophen
214183,oxycodone
197900,lorazepam
809994,lacosamide
1246304,budesonide
1246304,formoterol
996611,memantine
261281,gabapentin
105028,gabapentin
727517,glucose
262095,atorvastatin
104701,diazepam
1364447,apixaban
1430128,paroxetine
834346,amiodarone
212339,cephalexin
979482,losartan
540407,eszopiclone
153639,quetiapine
604651,ketoconazole
979487,losartan
859046,pramipexole
404280,polysaccharide iron complex
207478,primidone
1863605,glucose
1863605,potassium chloride
1863605,sodium chloride
885257,pantoprazole
823986,lisinopril
823986,hydrochlorothiazide
1665046,ceftriaxone
352307,aripiprazole
860092,ketorolac
639566,vitamin b6
1300803,mirabegron
1091500,methylphenidate
1233038,mecobalamin
208112,hydrochlorothiazide
208112,spironolactone
544518,fenofibrate
1049595,oxycodone
284587,valganciclovir
795737,varenicline
603282,potassium citrate
206159,clonazepam
1656351,sacubitril
1656351,valsartan
979115,methylnaltrexone
854882,zolpidem
1875868,levetiracetam
855314,warfarin
1237110,acetaminophen
1237110,dextromethorphan
1237110,doxylamine
1237110,pseudoephedrine
261287,fluoxetine
351762,valsartan
835927,cyclosporine
1044524,calcium carbonate
861503,clobetasol
207266,metoclopramide
831269,cromolyn
861006,metformin
1593738,vasopressin (usp)
213390,efavirenz
105648,aldesleukin
637185,rasagiline
1729423,vinorelbine
903859,pyridostigmine
1483340,potassium chloride
259586,ferrous sulfate
892648,morphine
208452,sumatriptan
809481,silodosin
1731995,morphine
1552004,tiotropium
198584,ubidecarenone
1093073,clomiphene
404711,tadalafil
207273,nitroglycerin
866427,metoprolol
861132,alfuzosin
238083,ketamine
351260,lansoprazole
242438,montelukast
892625,morphine
314231,simvastatin
6130,ketamine
198030,nicotine
2582,clindamycin
197943,methocarbamol
617430,clavulanate
617430,amoxicillin
828320,cyclobenzaprine
866088,buspirone
897626,verapamil
1052612,krill oil
1666777,midazolam
541363,dextroamphetamine
541363,amphetamine
314111,mirtazapine
213641,betamethasone
213641,clotrimazole
1099598,valproate
312570,povidone-iodine
197783,hydrocortisone
749833,hydrochlorothiazide
749833,telmisartan
905379,hydralazine
905379,isosorbide dinitrate
1797909,fluticasone
1591949,sofosbuvir
1591949,ledipasvir
1869712,fluticasone
860977,metformin
863622,oxybutynin
2173500,midazolam
309092,ceftriaxone
748743,clindamycin
2590754,tebentafusp
1304985,icosapent ethyl
854247,enoxaparin
902626,dexlansoprazole
1374744,lacticaseibacillus rhamnosus
644989,decitabine
105899,naproxen
858812,enalapril
1190776,atropine
404595,levetiracetam
866406,cholecalciferol
1551300,dulaglutide
577040,calcium carbonate
404466,aprepitant
899350,mesna
824190,clavulanate
824190,amoxicillin
1734348,ropivacaine
866421,metoprolol
359396,ubidecarenone
705895,lanolin
705895,petrolatum
845652,magnesium hydroxide
998740,sennosides; usp
998740,docusate
208137,digoxin
1801280,cholestyramine resin
208813,tobramycin
208813,dexamethasone
1665057,verapamil
727373,epinephrine
1010298,lidocaine
835835,cyclosporine
1791404,mannitol
3443,diltiazem
757667,thrombin
211465,6-aminocaproic acid
311026,insulin isophane
1659183,alirocumab
1429284,neostigmine
606971,acetylcysteine
1242406,loratadine
1242406,pseudoephedrine
209169,sumatriptan
637190,varenicline
866047,salmeterol
637550,topotecan
197579,dexamethasone
211776,zafirlukast
861381,micafungin
106212,calamine
833470,levalbuterol
1597075,testosterone
800918,ascorbic acid
800918,polyethylene glycol 3350
800918,sodium ascorbate
800918,sodium sulfate
800918,potassium chloride
800918,sodium chloride
1292459,varicella-zoster virus vaccine live (oka-merck) strain
860697,galantamine
200329,omeprazole
1010878,lidocaine
992460,promethazine
857118,acetaminophen
857118,hydrocodone
860096,ketorolac
795813,lactase
863630,oxybutynin
1191,aspirin
854873,zolpidem
856373,trazodone
34322,potassium phosphate
209387,acetaminophen
860737,ranolazine
903884,fluvoxamine
1049621,oxycodone
992457,promethazine
1008340,sennosides; usp
1008340,docusate
40790,pantoprazole
42892,hyaluronate
349332,escitalopram
643046,ranitidine
847621,calcium chloride
847621,potassium chloride
847621,sodium chloride
17128,lansoprazole
198776,phenol
2591431,vasopressin (usp)
577962,dextroamphetamine
577962,amphetamine
866303,carbamazepine
861576,esomeprazole
897756,hydromorphone
283417,benzonatate
8745,promethazine
863636,oxybutynin
312961,simvastatin
486515,sodium chloride
311936,neostigmine
1232086,rivaroxaban
261290,temozolomide
859437,vecuronium
1364430,apixaban
198427,lamotrigine
310324,ferrous sulfate
847042,olmesartan
847042,hydrochlorothiazide
977840,insulin aspart protamine; human
977840,insulin aspart; human
197313,acyclovir
1000048,doxepin
266856,valproate
18867,benazepril
103990,carbidopa
103990,levodopa
151029,mometasone
351249,escitalopram
993470,midodrine
198224,hydrochlorothiazide
198224,spironolactone
88249,montelukast
114477,levetiracetam
856471,propranolol
730872,amlodipine
730872,olmesartan
8328,pilocarpine
2356,chlordiazepoxide
312441,pioglitazone
314229,sildenafil
859052,pramipexole
966270,levothyroxine
1191504,bupivacaine
200034,olanzapine
205305,telmisartan
724861,armodafinil
656742,sodium phosphate; monobasic
656742,sodium phosphate; dibasic
656742,potassium phosphate
847241,insulin detemir
211372,glucose
803194,insulin glulisine; human
2003714,morphine
1657212,omalizumab
864712,methadone
577785,candesartan
1248210,potassium gluconate
1659167,alirocumab
860055,simethicone
1045460,eribulin
208236,sincalide
1091843,roflumilast
746030,atenolol
746030,chlorthalidone
213226,ciprofloxacin
834150,chlorhexidine
1716071,buprenorphine
1085968,diphenhydramine
1160437,nystatin
197732,furosemide
809536,calcium carbonate
809536,cholecalciferol
242754,levalbuterol
207014,methocarbamol
1000139,medroxyprogesterone
261266,pioglitazone
150840,estrogens; conjugated (usp)
1597124,testosterone
834350,amiodarone
28004,isosorbide
855944,diclofenac
197738,glycopyrronium
6585,magnesium sulfate
314076,lisinopril
562411,bacitracin
1543069,lidocaine
1658672,benzocaine
1658672,menthol
1293506,caffeine
1293506,ergotamine
884191,clonidine
237381,potassium acetate
702311,sennosides; usp
1012396,bupivacaine
856845,amitriptyline
706461,clindamycin
1000054,doxepin
11248,vitamin b12
6845,methocarbamol
296,adenosine
32968,clopidogrel
1369784,baclofen
636042,hydrochlorothiazide
636042,valsartan
204416,haloperidol
198806,polysaccharide iron complex
308867,calcitriol
4018,ergocalciferol
1191234,naloxone
1860466,potassium chloride
861417,azithromycin
897658,hydromorphone
247667,potassium gluconate
856462,propranolol
2105413,neostigmine
200224,montelukast
1000351,estrogens; conjugated (usp)
1000351,medroxyprogesterone
239240,amphotericin b
1665052,cefazolin
197500,chlorthalidone
210467,vitamin e
260476,vitamin e
795705,bifidobacterium infantis
646352,sodium bicarbonate
646352,omeprazole
966922,polyethylene glycol 3350
966922,sodium bicarbonate
966922,sodium sulfate
966922,potassium chloride
966922,sodium chloride
309710,dexmedetomidine
198318,triazolam
1807638,sodium chloride
1740467,ondansetron
312635,prochlorperazine
801095,albuterol
198145,prednisone
835829,testosterone
1666798,midazolam
1735003,fentanyl
1860463,potassium chloride
1115892,mineral oil
1115892,petrolatum
604394,vitamin e
581753,trypsin
581753,castor oil
581753,peruvian balsam
1737569,lidocaine
1737761,lidocaine
995218,hydroxyzine
283639,olanzapine
866508,metoprolol
1668238,azithromycin
351254,metaxalone
1718902,dexmedetomidine
831248,diltiazem
307746,aluminum hydroxide
307746,magnesium hydroxide
307746,simethicone
313134,sulfamethoxazole
313134,trimethoprim
210117,calcium carbonate
1654008,etomidate
702249,ferrous sulfate
1658244,magnesium sulfate
207358,minocycline
833530,amiodarone
105583,fluorouracil
855671,phenytoin
1593876,sodium chloride
997422,fexofenadine
905495,chlordiazepoxide
200060,mycophenolate mofetil
198144,prednisone
313582,venlafaxine
213442,insulin isophane
213442,insulin; regular; human
848949,cholestyramine resin
628958,potassium chloride
831103,diltiazem
206346,levocarnitine
854248,enoxaparin
2670,codeine
308891,calcium carbonate
856369,trazodone
849385,amantadine
895487,fluticasone
846378,levetiracetam
834023,methylprednisolone
746811,mometasone
750149,azithromycin
1115905,ephedrine
636522,guaifenesin
701984,mineral oil
701984,petrolatum
199239,betaine
308989,carbidopa
308989,levodopa
308979,carbamazepine
310140,eprosartan
1101446,doxylamine
1092421,diphenhydramine
1052954,petrolatum
1743833,famotidine
197305,acetic acid
1665190,lorazepam
900105,hypromellose
900105,dextran 70
1665210,ciprofloxacin
308192,amoxicillin
349480,vardenafil
1190795,atropine
1737763,lidocaine
197582,dexamethasone
198405,ibuprofen
856980,acetaminophen
856980,hydrocodone
1725082,bupivacaine
1000126,medroxyprogesterone
428899,chondroitin sulfates
428899,glucosamine
1046408,amiodarone
831844,acetylcarnitine
727759,fentanyl
197558,dapsone
831309,diltiazem
898356,amlodipine
898356,benazepril
850309,besifloxacin
833008,desmopressin
1790347,rasburicase
835886,cyclosporine
1725078,bupivacaine
197322,alprazolam
1149663,povidone-iodine
898723,benazepril
857187,fosinopril
307730,acyclovir
198035,nifedipine
835564,imipramine
313724,vitamin e
197686,etodolac
352320,atomoxetine
8704,prochlorperazine
10831,sulfamethoxazole
10831,trimethoprim
1158149,phenylephrine
313137,sulfamethoxazole
313137,trimethoprim
1085754,triamcinolone
1369791,baclofen
8183,phenytoin
9525,salicylic acid
1357886,methylprednisolone
856940,acetaminophen
856940,hydrocodone
6922,metronidazole
1300801,mirabegron
1085750,triamcinolone
197445,carbidopa
197445,levodopa
1729578,remifentanil
35302,sirolimus
197787,hydrocortisone
40254,valproate
1300189,acellular pertussis vaccine; inactivated
1300189,diphtheria toxoid vaccine; inactivated
1300189,tetanus toxoid vaccine; inactivated
1049642,acetaminophen
1049642,oxycodone
1809414,immunoglobulin g
310377,fluorometholone
314165,prednisolone
198429,lamotrigine
904782,pramoxine
904782,hydrocortisone
207350,paroxetine
1087623,thiamine
1087623,vitamin b12
1087623,ascorbic acid
1087623,biotin
1087623,folic acid
1087623,pantothenate
1087623,pyridoxine
1087623,niacin
1087623,riboflavin
6750,menthol
578759,vitamin e
578759,ubidecarenone
825333,leuprolide
731568,penicillin g
746813,mometasone
543739,sodium tetradecyl sulfate
863042,bepotastine
1724437,thyroid (usp)
746686,doxycycline
1190641,atropine
1190641,diphenoxylate
206972,ketamine
244250,dextran 40
831055,diltiazem
727316,epinephrine
832909,calcium carbonate
832909,cholecalciferol
1729200,enalaprilat
1306076,ranibizumab
1442443,calcium carbonate
1442443,cholecalciferol
1041798,propylene glycol
2463118,bamlanivimab
1085752,triamcinolone
1373327,lipase
1373327,amylase
1373327,protease
1801322,evolocumab
519,allopurinol
2200654,semaglutide
1658345,brexpiprazole
1600915,carbidopa
1600915,levodopa
1490040,droxidopa
860888,fenofibrate
1020138,dextromethorphan
1020138,guaifenesin
308210,ampicillin
404443,eletriptan
197770,hydrochlorothiazide
617993,clavulanate
617993,amoxicillin
998461,miconazole
349556,ezetimibe
260002,folic acid
864978,methadone
197741,guaifenesin
1298356,cyclopentolate
1010759,epinephrine
1010759,lidocaine
1235262,mineral oil
1235262,petrolatum
308868,calcitriol
825334,leuprolide
898367,benazepril
898367,hydrochlorothiazide
995285,hydroxyzine
351429,nicotine
855338,warfarin
403967,zonisamide
200162,sennosides; usp
313415,tobramycin
1807571,sodium chloride
855172,levocetirizine
208312,sodium bicarbonate
204536,cupric chloride
1736648,botulinum toxin type b
197626,doxazosin
797061,omeprazole
863619,oxybutynin
1986825,varicella zoster virus glycoprotein e
1718906,dexmedetomidine
309682,tobramycin
309682,dexamethasone
311028,insulin isophane
1100746,lactate
1100746,icodextrin
1100746,calcium chloride
1100746,magnesium chloride
1100746,sodium chloride
1547110,suvorexant
855858,apomorphine
828537,rizatriptan
352309,aripiprazole
1047881,hyoscyamine
197418,bumetanide
311753,mometasone
1149367,tapentadol
747229,copper gluconate
208543,thyroid (usp)
895194,morphine
312831,risperidone
91349,hydrogen peroxide
1536434,potassium chloride
1310754,lacticaseibacillus rhamnosus
1310754,inulin
311192,isosorbide
1014583,cetirizine
1014583,pseudoephedrine
1362706,mexiletine
809987,lacosamide
1092378,acetaminophen
1092378,diphenhydramine
857299,clomipramine
860715,galantamine
198590,ubidecarenone
1086790,vilazodone
207198,octreotide
1421456,brimonidine
1421456,brinzolamide
800115,lactate
800115,calcium chloride
800115,glucose
800115,magnesium chloride
800115,sodium chloride
485514,5-hydroxytryptophan
209066,disopyramide
152854,itraconazole
212957,cyclosporine
310174,estradiol
762660,tadalafil
848164,golimumab
2599543,nirmatrelvir
2599543,ritonavir
992454,promethazine
979464,losartan
979464,hydrochlorothiazide
861383,micafungin
152932,lamivudine
1869699,linaclotide
1601407,meningococcal group b vaccine
2055916,eravacycline
1897,calcium carbonate
2059266,riluzole
403920,daptomycin
8638,prednisolone
207364,minocycline
477367,solifenacin
284550,ziprasidone
5553,hydroxyzine
835560,naproxen
746810,mometasone
1091836,roflumilast
977990,halobetasol
896184,salmeterol
896184,fluticasone
284175,lipase
284175,amylase
284175,protease
199209,biotin
630194,sodium fluoride
2045638,erenumab
243795,vitamin a
213262,loteprednol etabonate
213638,carboprost
605666,camphor
605666,menthol
848195,betamethasone
830883,diltiazem
93204,magnesium oxide
210867,petrolatum
209326,nicotine
1100065,famotidine
1100065,ibuprofen
1549683,rivaroxaban
1091497,methylphenidate
236594,amphotericin b
858087,fentanyl
403888,potassium chloride
2173494,midazolam
402089,gatifloxacin
895217,morphine
1804799,alteplase
897366,botulinum toxin type a
1049260,acetaminophen
1049260,oxycodone
486042,citric acid
486042,sodium citrate
858098,fentanyl
858364,ketorolac
198444,acetaminophen
1806382,gabapentin
309332,clindamycin
1236142,tocopherol
1236142,methylsulfonylmethane
1236142,chondroitin sulfates
1236142,glucosamine
1011080,tobramycin
1011080,dexamethasone
205923,epoetin alfa
2179635,tramadol
1812011,nifedipine
744842,raltegravir
198012,naproxen
897753,hydromorphone
313000,sodium chloride
861479,meperidine
1804804,alteplase
856457,propranolol
863856,morphine
863856,naltrexone
1797890,fluticasone
252559,budesonide
602964,aripiprazole
2052609,tacrolimus
1314763,tobramycin
899935,wheat dextrin
1233687,ropivacaine
1233687,fentanyl
1659287,ceftazidime
1116635,ticagrelor
1863560,nusinersen
2380254,insulin lispro
198022,neostigmine
261107,fentanyl
1371989,lactate
1371989,iodine
197690,famotidine
199023,chlorpromazine
1053652,fentanyl
1485531,doconexent
1485531,ascorbic acid
1485531,alpha tocopherol
1485531,cholecalciferol
1485531,ferrous fumarate
1485531,folic acid
1485531,tricalcium phosphate
1485531,pyridoxine
1485531,docusate
849398,naproxen
244207,ferrous sulfate
