EPA ID,Site Name,City,County,State,Street Address,Zip Code,Region,NPL Status,Partial NPL Deletion,Superfund Alternative Approach,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Construction Complete,Construction Completion Date,Non-NPL Status Category,Non-NPL Status Subcategory,Non-NPL Status,Site Status,Site Type,Site Type Subcategory,Federal Agency,Native American Interest (NAI),Indian Entity (NAI Status),HRS Score,Federal Facility Indicator,Alias/Alternative Site Name,Non-NPL Status Date,Superfund Site Profile Page URL,RCRA Handler ID - RCRA Handler Name
IAN000706042,HIGHWAY 3 PCE,LE MARS,PLYMOUTH,IA,INTERSECTION OF HIGHWAY 3 AND, 51031 ,R07,Final NPL,No,No,No,Yes,Insufficient Data,No,,,,,Active,Other,Ground water plume site with no identifiable source,,No,,34.79,No,,3/18/2022,www.epa.gov/superfund/www.epa.gov/superfund/highway3pce,
LAD981054075,HIGHWAY 71/72 REFINERY,BOSSIER CITY,BOSSIER,LA,INT I-20 & BENTON & OLD MINDEN, 71111 ,R06,Removed from NPL,No,Yes,Yes,Yes,Yes,Yes,9/30/2010,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Manufacturing/Processing/Maintenance,Oil and gas refining,,No,,,No,"HIGHWAY 71/72 REFINERY, HIGHWAY 71/72 REFINERY, HIGHWAY 71/72 REFINERY, HIGHWAY 71/72 REFINERY, OLD CITGO REFINERY (BOSSIER CITY), HIGHWAY 71/72 REFINERY",9/9/2021,www.epa.gov/superfund/highway-71-72,
UT0571724350,HILL AIR FORCE BASE,HILL AFB,[Blank County],UT,00-ALC/EM, 84056 ,R08,Final NPL,No,No,No,No,Insufficient Data,No,,,,,Active,Manufacturing/Processing/Maintenance,Trucks/ships/trains/aircraft and related components,Department of Defense,No,,49.94,Yes,"HILL AFB, HILL AIR FORCE BASE, HILL AIR FORCE BASE",8/1/1980,www.epa.gov/superfund/hill-air-force-base,
IND980500292,HIMCO DUMP,ELKHART,ELKHART,IN,COUNTY ROAD 10 AND NAPANEE EXTENSION, 46514 ,R05,Final NPL,Yes,No,Yes,Yes,Yes,Yes,7/19/2012,,,,Active,Waste Management,Co-disposal landfill (municipal and industrial),Environmental Protection Agency,No,,,No,"HIMCO DUMP, HIMCO DUMP, HIMCO DUMP",[Blank Date],www.epa.gov/superfund/himco-dump,
FLD980709802,HIPPS ROAD LANDFILL,DUVAL COUNTY,DUVAL,FL,HIPPS RD, 32222 ,R04,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/2/1994,,,,Active,Waste Management,Unknown,,No,,,No,"HIPPS ROAD LANDFILL, HIPPS ROAD LANDFILL, HIPPS ROAD LANDFILL",[Blank Date],www.epa.gov/superfund/hipps-road-landfill,
NJN000203535,HISTORIC POTTERIES,TRENTON,MERCER,NJ,Mulberry Street & Breunig Avenue, 08638 ,R02,Proposed NPL,No,No,No,Status Unavailable,Status Unavailable,No,,,,,Active,Manufacturing/Processing/Maintenance,Other,,No,,49.13,No,TRENTON CERAMICS,[Blank Date],www.epa.gov/superfund/historic-potteries,
NYD981560915,HITEMAN LEATHER,WEST WINFIELD,HERKIMER,NY,173 SOUTH STREET, 13491 ,R02,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/30/2008,,,,Active,Manufacturing/Processing/Maintenance,Tanneries,,No,,,No,"HITEMAN LEATHER COMPANY, HITEMAN LEATHER CO, HITEMAN LEATHER, HITEMAN LEATHER",9/19/1986,www.epa.gov/superfund/hiteman-leather,
DEN000303920,HOCKESSIN GROUNDWATER,HOCKESSIN,NEW CASTLE,DE,OLD LANCASTER PIKE AT RAILROAD CROSSING, 19707 ,R03,Final NPL,No,No,No,Insufficient Data,No,No,,,,,Active,Other,Other,,No,,50,No,"SUNRISE CLEANERS HOCKESSIN CLEANERS, HOCKESSIN GROUNDWATER SITE",1/18/2018,www.epa.gov/superfund/hockessingroundwater,
MAD980732341,HOCOMONCO POND,WESTBOROUGH,WORCESTER,MA,FISHER ST, 01581 ,R01,Final NPL,No,No,Yes,Yes,Yes,Yes,9/22/1999,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,44.8,No,HOCOMONCO POND,9/1/1982,www.epa.gov/superfund/hocomonco,
NCD024900987,HOLCOMB CREOSOTE CO,YADKINVILLE,YADKIN,NC,5016 U.S. HIGHWAY 601, 27055 ,R04,Final NPL,No,No,No,Yes,Yes,Yes,9/30/2024,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,48,No,"HOLCOMB CREOSOTE CO, HOLCOMB CREOSOTE CO",8/1/1980,www.epa.gov/superfund/holcomb-creosote,
FLD004119681,HOLLINGSWORTH SOLDERLESS TERMINAL,FORT LAUDERDALE,BROWARD,FL,700 NW 57TH PLACE, 33309 ,R04,Final NPL,No,No,Yes,Yes,Yes,Yes,6/4/1993,,,,Active,Manufacturing/Processing/Maintenance,Electronic/electrical equipment,,No,,44.53,No,"HOLLINGSWORTH SOLDERLESS TERM CO, HOLLINGSWORTH SOLDERLESS TERMINAL",[Blank Date],www.epa.gov/superfund/hollingsworth-solderless-terminal,
NCD991278631,HOLTRA CHEM/HONEYWELL INC.,RIEGELWOOD,COLUMBUS,NC,1 INDUSTRIAL DRIVE, 28456 ,R04,Not NPL,No,Yes,No,Yes,Insufficient Data,No,,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,"LCP CHEMS-NC INC, LCP CHEMS-NC INC, HOLTRA CHEM/HONEYWELL INC., LCP CHEMS/ACME PLT",6/8/2004,www.epa.gov/superfund/holtra-chem,
NMD007860935,HOMESTAKE MINING CO.,MILAN,CIBOLA,NM,HWY 53, 87020 ,R06,Final NPL,No,No,No,No,Yes,Yes,9/20/1996,,,,Active,Waste Management,Mine tailings disposal,,Yes,"Pueblo of Acoma, New Mexico(Current); Pueblo of Laguna, New Mexico(Current); Navajo Nation, Arizona, New Mexico, & Utah(Current)",34.21,No,"HOMESTAKE MINING CO., HOMESTAKE MINING CO., HOMESTAKE MINING CO, UNITED NUCLEAR HOMESTAKE PARTNERS, HOMESTAKE MINING COMPANY., HOMESTAKE MINING CO., UNC/HOMESTAKE",7/1/1980,www.epa.gov/superfund/homestake-mining,
FL7570024037,HOMESTEAD AIR FORCE BASE,HOMESTEAD AIR FORCE BASE,MIAMI-DADE,FL,FLORIDA TURNPIKE EAST, 33039-1299 ,R04,Final NPL,No,No,No,Yes,Yes,Yes,9/29/2006,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,Department of Defense,No,,42.4,Yes,"USAF HOMESTEAD AIR FORCE BASE, HOMESTEAD AIR FORCE BASE, USAF HOMESTEAD AFB, HOMESTEAD AIR FORCE BASE, USAF HOMESTEAD AFB, HOMESTEAD AIR FORCE BASE, HOMESTEAD AIR FORCE BASE",[Blank Date],www.epa.gov/superfund/homestead-air-force-base,
NYD980506810,HOOKER (102ND STREET),NIAGARA FALLS,NIAGARA,NY,102 ST, 14304 ,R02,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/2/1999,,,,Active,Waste Management,Industrial waste landfill,,No,,,No,"HOOKER - 102ND STREET, 102ND STREET, HOOKER - 102ND STREET, HOOKER (102ND STREET)",3/1/1979,www.epa.gov/superfund/hooker-102nd-street,
NYD000831644,HOOKER (HYDE PARK),NIAGARA FALLS,NIAGARA,NY,HYDE PARK BLVD, 14304 ,R02,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,7/18/2003,,,,Active,Waste Management,Industrial waste landfill,,Yes,Seneca Nation of Indians(Former),,No,"HOOKER (HYDE PARK), HOOKER (HYDE PARK), HYDE PARK (HOOKER), HYDE PARK LANDFILL",3/1/1979,www.epa.gov/superfund/hooker-hyde-park,
NYD980651087,HOOKER (S AREA),NIAGARA FALLS,NIAGARA,NY,BUFFALO AVE, 14303 ,R02,Final NPL,No,No,No,Yes,Yes,Yes,9/18/2002,,,,Active,Waste Management,Industrial waste landfill,,No,,51.62,No,"S AREA, HOOKER (S AREA)",3/1/1979,www.epa.gov/superfund/hooker-s-area,
NYD002920312,HOOKER CHEMICAL & PLASTICS CORP./RUCO POLYMER CORP.,HICKSVILLE,NASSAU,NY,NEW SOUTH ROAD, 11801 ,R02,Final NPL,No,No,Yes,Yes,Yes,Yes,7/1/2015,,,,Active,Manufacturing/Processing/Maintenance,Plastics and rubber products,,No,,41.6,No,"HOOKER CHEM / RUCO POLYMER, HOOKER CHEMICAL & PLASTICS CORP./RUCO POLYMER CORP., HOOKER CHEMICAL/RUCO POLYMER CORP, RUCO POLYMER CORP, HOOKER CHEMICAL / RUCO POLYMER CORP, HOOKER CHEM /RUCO POLYMER, HOOKER RUCO",11/1/1979,www.epa.gov/superfund/hooker-ruco-polymer,
NYD066813064,HOPEWELL PRECISION,HOPEWELL JUNCTION,DUTCHESS,NY,15 RYAN RD, 12533-8323 ,R02,Final NPL,No,No,No,Yes,Insufficient Data,No,,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,50,No,"HOPEWELL JUNCTION - NY0000108134, HOPEWELL PRECISION AREA CONTAMINATION",10/1/1979,www.epa.gov/superfund/hopewell-precision,
NJD980532840,HOPKINS FARM,PLUMSTEAD TOWNSHIP,OCEAN,NJ,ROUTE 539, 08533 ,R02,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/27/1996,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,,No,"HOPKINS FARM, THIOKOL CORP SITE, HOPKINS FARM, HOPKINS FARM",[Blank Date],www.epa.gov/superfund/hopkins-farm,
PRN000206359,HORMIGAS GROUND WATER PLUME,CAGUAS,CAGUAS,PR,CARRETERA 785 KM 4.9, 00725 ,R02,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,7/5/2017,,,,Active,Other,Ground water plume site with no identifiable source,,No,,,No,HORMIGAS GROUND WATER PLUME,1/13/2010,www.epa.gov/superfund/hormigas-ground-water-plume,
NJD980663678,HORSESHOE ROAD,SAYREVILLE,MIDDLESEX,NJ,Postal Address is unavailable for the Site, 08872 ,R02,Final NPL,No,No,No,Yes,Yes,Yes,7/25/2022,,,,Active,"Multiple, Recycling, Recycling, Manufacturing/Processing/Maintenance, Recycling","Chemicals/chemical waste (e.g., solvent recovery), Multiple, Multiple, Batteries/scrap metals/secondary smelting/precious metal recovery, Chemicals and allied products",,No,,51.37,No,"HORSESHOE ROAD (NJD986645240), ATLANTIC RESOURCES, ATLANTIC DEVELOPMENT (NJD980528731), HORSESHOE ROAD, HORSESHOE ROAD",7/1/1982,www.epa.gov/superfund/horseshoe-road,
NCN000407480,HORTON IRON AND METAL,WILMINGTON,NEW HANOVER,NC,2216 US HIGHWAY 421 N, 28401 ,R04,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,Manufacturing/Processing/Maintenance,Primary metals/mineral processing,,No,,48.03,No,"HORTON IRON & METAL, HORTON IRON & METAL CO., HORTON IRON & METAL COMPANY, HORTON IRON AND METAL",[Blank Date],www.epa.gov/superfund/horton-iron-metal,
KYD980501191,HOWE VALLEY LANDFILL,HOWE VALLEY,HARDIN,KY,HAWKINS DR, 42732 ,R04,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,9/29/1994,,,,Active,Waste Management,Industrial waste landfill,,No,,,No,"HOWE VALLEY LANDFILL, HOWE VALLEY LANDFILL, HOWE VALLEY LANDFILL",[Blank Date],www.epa.gov/superfund/howe-valley-landfill,
PAD980508618,HRANICA LANDFILL,BUFFALO TOWNSHIP,BUTLER,PA,HRANICA DRIVE, 16055 ,R03,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,5/26/1994,,,,Active,Waste Management,Industrial waste landfill,,No,,,No,"HRANICA LANDFILL, HRANICA LANDFILL, HRANICA LANDFILL",11/1/1979,www.epa.gov/superfund/hranica,
OKD082471988,HUDSON REFINERY,CUSHING,PAYNE,OK,400 W MAIN ST, 74023 ,R06,Final NPL,No,No,Yes,Yes,Yes,Yes,11/23/2010,,,,Active,Manufacturing/Processing/Maintenance,Oil and gas refining,,Yes,"Sac & Fox Nation, Oklahoma(Current)",29.34,No,"HUDSON REFINERY, HUDSON REFINERY, HUDSON OIL REFINING CO INC, HUDSON OIL REFINING CO INC",6/1/1980,www.epa.gov/superfund/hudson-refinery,
NYD980763841,HUDSON RIVER PCBS,HUDSON RIVER,WASHINGTON,NY,NO STREET APPLICABLE, 12871-2834 ,R02,Final NPL,No,No,No,No,Not a Groundwater Site,No,,,,,Active,Manufacturing/Processing/Maintenance,Electronic/electrical equipment,,No,,54.66,No,"HUDSON RIVER PCBS, HUDSON RIVER PCBS, HUDSON RIVER PCBS",7/1/1983,www.epa.gov/superfund/hudson,
CA1170090087,HUNTERS POINT NAVAL SHIPYARD,SAN FRANCISCO,SAN FRANCISCO,CA,HUNTERS POINT NAVAL SHIPYARD, 94124 ,R09,Final NPL,Yes,No,No,Yes,Yes,No,,,,,Active,Manufacturing/Processing/Maintenance,Trucks/ships/trains/aircraft and related components,Department of Defense,No,,,Yes,"TREASURE ISLAND NAVAL STATION-HUNTERS POINT ANNEX, TREASURE ISLAND NAVAL STATION-HUN PT AN, HUNTERS POINT, TREASURE ISLAND NAVAL STATION-HUNTERS POINT ANNEX, TRIPLE A SHIPYARD-HUNTERS PT DIV, NAVAL STA TREASURE ISL HUNTERS PT ANNEX, HUNTERS POINT NAVAL SHIPYARD",1/1/1985,www.epa.gov/superfund/hunterspoint,
PAD980830897,HUNTERSTOWN ROAD,STRABAN TOWNSHIP,ADAMS,PA,RD #5, 17325 ,R03,Final NPL,No,No,Yes,Yes,Yes,Yes,9/30/2003,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,48.27,No,"WESTINGHOUSE #2, FRED SHEALER PROPERTY, HUNTERSTOWN ROAD, HUNTERSTOWN ROAD",5/1/1983,www.epa.gov/superfund/hunterstown,
WID980511919,HUNTS DISPOSAL LANDFILL,CALEDONIA,RACINE,WI,CO LINE RD & FOLEY RD, 53108 ,R05,Final NPL,No,No,Yes,Yes,Yes,Yes,5/7/1997,,,,Active,Waste Management,Co-disposal landfill (municipal and industrial),,No,,31.02,No,"CALEDONIA DUMP SITE, HUNTS DISPOSAL, HUNTS DISPOSAL, HUNTS DISPOSAL LANDFILL",[Blank Date],www.epa.gov/superfund/hunts-disposal-landfill,
KSD007135429,HYDRO-FLEX INC.,TOPEKA,SHAWNEE,KS,2101 NW BRICKYARD RD, 66618 ,R07,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,6/30/1992,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,,No,"HYDRO-FLEX CORPORATION, INC., HYDRO-FLEX INC, HYDRO-FLEX INC.",[Blank Date],www.epa.gov/superfund/hydroflex,
NJ0001360882,ICELAND COIN LAUNDRY AREA GW PLUME,VINELAND,CUMBERLAND,NJ,1888 SOUTH DELSEA DRIVE, 08360 ,R02,Final NPL,No,No,Yes,Yes,Yes,Yes,9/27/2007,,,,Active,"Other, Other","Retail/commercial, Dry-Cleaning Operations",,No,,30.3,No,"GARRISON ROAD WELL CONT NJD986649762, ICELAND COIN LAUNDRY AND DRY CLEANING, ICELAND COIN LAUNDRY AREA GW PLUME, NJD986649762 GARRISON RD WELL CONTAMINAT",[Blank Date],www.epa.gov/superfund/iceland-coin-laundry,
TND987767795,ICG ISELIN RAILROAD YARD,JACKSON,MADISON,TN,ISELIN ST, 38301 ,R04,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,3/29/2000,,,,Active,Manufacturing/Processing/Maintenance,Trucks/ships/trains/aircraft and related components,,No,,,No,"ICG ISELIN RAILROAD YARD, ICG ISELIN RAILROAD YARD",[Blank Date],www.epa.gov/superfund/icg-iselin-railroad-yard,
ID4890008952,IDAHO NATIONAL ENGINEERING LABORATORY (USDOE),IDAHO FALLS,[Blank County],ID,AEC TESTING RESERVATION, 83401 ,R10,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,Other,"Research, development, and testing facility",Department of Energy,Yes,Shoshone-Bannock Tribes of the Fort Hall Reservation(Current),51.91,Yes,"IDAHO OPERATIONS OFFICE, USDOE Idaho National Engineering Lab, IDAHO NATIONAL ENGINEERING LABORATORY (USDOE), IDAHO NATIONAL ENGINEERING LAB (USDOE), IDAHO NATIONAL ENGINEERING LAB (INEL), IDAHO NATIONAL ENGINEERING LAB (USDOE), USDOE IDAHO NATIONAL ENGINEERING LAB, IDAHO NATIONAL ENGINEERING LAB (USDOE), INEL (IDAHO NATIONAL ENGINEERING LAB), IDAHO NATIONAL ENGINEERING & ENVIRONMENTAL LABORATORY (INEEL), IDAHO NATIONAL ENGINEERING LAB (USDOE)",3/1/1980,www.epa.gov/superfund/idaho-national-laboratory,
MTD006232276,IDAHO POLE CO.,BOZEMAN,GALLATIN,MT,CEDAR ST, 59715 ,R08,Final NPL,Yes,No,Yes,Yes,Yes,Yes,3/26/1998,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,,No,"IDAHO POLE CO., IDAHO POLE CO, IDAHO POLE COMPANY",8/1/1980,www.epa.gov/superfund/idaho-pole,
ILD980996789,ILADA ENERGY CO.,EAST CAPE GIRARDEAU,ALEXANDER,IL,ROUTE 3, 62957 ,R05,Deleted NPL,Yes,No,Yes,Yes,Insufficient Data,Yes,9/28/1999,,,,Active,Recycling,Waste/used oil,,No,,,No,"ILADA ENERGY CO, ILADA ENERGY CO, ILADA ENERGY CO.",[Blank Date],www.epa.gov/superfund/ilada-energy,
TND073540783,ILLINOIS CENTRAL RAILROAD COMPANY'S JOHNSTON YARD SUPERFUND SITE,MEMPHIS,SHELBY,TN,2921 HORN LAKE ROAD, 38109 ,R04,Not NPL,No,Yes,Yes,Yes,Yes,Yes,9/24/2019,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Other,"Transportation (e.g., railroad yards, airport, barge docking site)",,No,,,No,"ILLINOIS CENTRAL GULF RR/INTERMODEL DEPT, ILLINOIS CENTRAL RAILROAD COMPANY'S, ILLINOIS CENTRAL GULF RR/INTERMODEL DEPT",1/16/2004,www.epa.gov/superfund/illinois-central-railroad,
NJD980654099,"IMPERIAL OIL CO., INC./CHAMPION CHEMICALS",MORGANVILLE,MONMOUTH,NJ,ORCHARD RD, 07751 ,R02,Final NPL,No,No,Yes,Yes,Yes,Yes,6/26/2023,,,,Active,"Recycling, Multiple, Manufacturing/Processing/Maintenance","Oil and gas refining, Waste/used oil, Multiple",,No,,33.87,No,"IMPERIAL OIL CO.,INC./CHAMPION CHEMICALS, IMPERIAL OIL CO., INC./CHAMPION CHEMICALS, BIRCH SWAMP BROOK DUMPS #1 & #2",4/1/1981,www.epa.gov/superfund/imperial-oil,
OK0002024099,IMPERIAL REFINING COMPANY,ARDMORE,CARTER,OK,EAST OF REFINERY ROAD/S. HWY 42, 73402 ,R06,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/18/2008,,,,Active,Manufacturing/Processing/Maintenance,Oil and gas refining,,Yes,The Chickasaw Nation(Current),,No,"IMPERIAL REFINING COMPANY, IMPERIAL REFINING CO.",10/7/1997,www.epa.gov/superfund/imperial-refining,
SCD004773644,INDEPENDENT NAIL CO.,BEAUFORT,BEAUFORT,SC,40 Shanklin Road, 29902 ,R04,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,9/13/1988,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,,No,"INDEPENDENT NAIL CO, INDEPENDENT NAIL CO, INDEPENDENT NAIL CO., D. BLAKE & JOHNSON COMPANY, INC., INDEPENDENT NAIL CO",2/1/1981,www.epa.gov/superfund/independent-nail,
AZD980695969,INDIAN BEND WASH AREA,SCOTTSDALE,MARICOPA,AZ,MCDOWELL RD & HAYDEN, 85253 ,R09,Final NPL,Yes,No,Yes,Yes,Yes,Yes,9/28/2006,,,,Active,Other,Ground water plume site with no identifiable source,,No,,,No,INDIAN BEND WASH AREA,12/1/1979,www.epa.gov/superfund/indianbendwash,
MD7170024684,INDIAN HEAD NAVAL SURFACE WARFARE CENTER,INDIAN HEAD,CHARLES,MD,201 INDIAN HEAD HIGHWAY, 20640 ,R03,Final NPL,No,No,No,Insufficient Data,Insufficient Data,No,,,,,Active,Manufacturing/Processing/Maintenance,Ordnance production,Department of Defense,No,,50,Yes,"NAVAL ORDNANCE STATION - INDIAN HEAD, NAVAL ORDNANCE STATION - INDIAN HEAD, NAVAL ORDNANCE STATION - INDIAN HEAD, NAVAL ORDNANCE STATION - INDIAN HEAD, INDIAN HEAD NAVAL SURFACE WARFARE CENTER, NAVAL ORDNANCE STATION - INDIAN HEAD, INDIAN HEAD NAVAL SURFACE WARFARE CENTER, NAVAL ORDNANCE STATION - INDIAN HEAD, NAVAL SURFACE WARFARE CTR-INDIAN HD DIV, NAVAL ORDNANCE STATION - INDIAN HEAD, USN NAVAL ORDNANCE STATION - 1006",1/1/1980,www.epa.gov/superfund/indianhead,"MD4170024109 - NAVAL SUPPORT FACILITY INDIAN HEAD; MD4170090001 - NAVAL SUPPORT FACILITY INDIAN HEAD, STUMP NECK ANNEX"
ILD042671248,INDIAN REFINERY-TEXACO LAWRENCEVILLE,LAWRENCEVILLE,LAWRENCE,IL,SOUTH SEVENTH STREET, 62439 ,R05,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,Manufacturing/Processing/Maintenance,Oil and gas refining,,No,,56.67,No,"INDIAN REFINERY - TEXACO LAWRENCEVILLE, TEXACO INC TEXACO USA DIV, TEXACO INC LAWRENCEVILLE REF, INDIAN ACRES, INDIAN REFINERY-TEXACO LAWRENCEVILLE, TEXACO REFINERY - INDIAN ACRES, TEXACO LAWRENCEVILLE, INDIAN REFINERY-TEXACO LAWRENCEVILLE, AMERICAN WESTERN REFINING, TEXACO/INDIAN REFINERY/LAWRENCE",[Blank Date],www.epa.gov/superfund/indian-refinery-texaco-lawrenceville,
MAD076580950,INDUSTRI-PLEX,WOBURN,MIDDLESEX,MA,COMMERCE & ATLANTIC, 01801 ,R01,Final NPL,Yes,No,No,Yes,Yes,Yes,6/22/2017,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,"INDUSTRI-PLEX, MARK PHILLIP TRUST, INDUSTRI-PLEX, WOBURN SITE",7/1/1979,www.epa.gov/superfund/industriplex,
OHD000377911,INDUSTRIAL EXCESS LANDFILL,UNIONTOWN,STARK,OH,4MI S INTER 619 & CLEVELAND AVENUE, 44685 ,R05,Final NPL,No,No,No,Insufficient Data,Insufficient Data,Yes,5/4/2005,,,,Active,Waste Management,Co-disposal landfill (municipal and industrial),,No,,51.13,No,"INDUSTRIAL EXCESS LDFL, STARK COUNTY LANDFILL, INDUSTRIAL EXCESS LANDFILL INC, INDUSTRIAL EXCESS LDFL, INDUSTRIAL EXCESS LANDFILL, INDUSTRIAL EXCESS LANDFILL, INDUSTRIAL EXCESS LDFL",[Blank Date],www.epa.gov/superfund/industrial-excess-landfill,
PAD980508493,INDUSTRIAL LANE,WILLIAMS TOWNSHIP,NORTHAMPTON,PA,INDUSTRIAL DR, 18042 ,R03,Final NPL,No,No,Yes,Yes,Yes,Yes,6/29/1999,,,,Active,Waste Management,Industrial waste landfill,,No,,42.47,No,"CHRIN BROS INC LANDFILL, CHRIN LANDFILL *, INDUSTRIAL DRIVE SITE, SOUTH EASTON SITE, INDUSTRIAL LANE, INDUSTRIAL LANE, INDUSTRIAL LANE LANDFILL",11/1/1979,www.epa.gov/superfund/industriallane,
NJD981178411,INDUSTRIAL LATEX CORP.,WALLINGTON BOROUGH,BERGEN,NJ,350 MT. PLEASANT AVENUE, 07057 ,R02,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,9/27/2001,,,,Active,"Manufacturing/Processing/Maintenance, Manufacturing/Processing/Maintenance, Manufacturing/Processing/Maintenance","Chemicals and allied products, Multiple, Plastics and rubber products",,No,,,No,"INDUSTRIAL LATEX CORP., INDUSTRIAL LATEX CORP., INDUSTRIAL LATEX, INDUSTRIAL LATEX CORP",[Blank Date],www.epa.gov/superfund/industrial-latex,
ARD980496368,INDUSTRIAL WASTE CONTROL,FORT SMITH,SEBASTIAN,AR,BONANZA ROAD, 72916 ,R06,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,6/10/1992,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,,No,"INDUSTRIAL WASTE CONTROL, INDUSTRIAL WASTE CONTROL",6/1/1977,www.epa.gov/superfund/industrial-waste-control,
CAD980736284,INDUSTRIAL WASTE PROCESSING,FRESNO,FRESNO,CA,7140 N HARRISON, 93650 ,R09,Final NPL,No,No,No,Insufficient Data,Yes,Yes,9/28/1999,,,,Active,Recycling,"Chemicals/chemical waste (e.g., solvent recovery)",,No,,51.13,No,"CHEM-SERVE, INDUSTRIAL WASTE PROCESSING, INDUSTRIAL WASTE PROCESSING",11/1/1979,www.epa.gov/superfund/industrialwasteprocessing,
CAD061620217,INTEL CORP. (MOUNTAIN VIEW PLANT),MOUNTAIN VIEW,SANTA CLARA,CA,365 E MIDDLEFIELD RD, 94043 ,R09,Final NPL,No,No,No,Insufficient Data,No,Yes,8/24/1999,,,,Active,Manufacturing/Processing/Maintenance,Electronic/electrical equipment,,No,,29.76,No,"INTEL CORPORATION, INTEL CORP. (MOUNTAIN VIEW PLANT)",[Blank Date],www.epa.gov/superfund/intelmountainview,
CAT000612184,INTEL CORP. (SANTA CLARA III),SANTA CLARA,SANTA CLARA,CA,2880 NORTHWESTERN PKWY, 95051 ,R09,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,8/18/1992,,,,Active,Other,"Research, development, and testing facility",,No,,,No,"INTEL CORP (SANTA CLARA 3), INTEL CORP. (SANTA CLARA III)",[Blank Date],www.epa.gov/superfund/intelsantaclara,
CAD092212497,INTEL MAGNETICS,SANTA CLARA,SANTA CLARA,CA,3000 OAKMEAD VILLAGE DR, 95051 ,R09,Final NPL,No,No,Yes,Yes,Yes,Yes,8/19/1992,,,,Active,"Manufacturing/Processing/Maintenance, Manufacturing/Processing/Maintenance, Manufacturing/Processing/Maintenance","Other, Multiple, Electronic/electrical equipment",,No,,31.94,No,"INTEL MAGNETICS, INTEL MAGNETICS, MICRO STORAGE/INTEL MAGNETICS, INTEL MAGNETICS/SANTA CLARA, MICRO STORAGE, INTEL MAGNETICS/MICRO STORAGE",7/1/1980,www.epa.gov/superfund/intelmagnetics-microStorage,
UT0001277359,INTERMOUNTAIN WASTE OIL REFINERY,BOUNTIFUL,DAVIS,UT,995 SOUTH 500 WEST, 84010 ,R08,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,10/1/2004,,,,Active,Recycling,Waste/used oil,,No,,,No,"INTERMOUNTAIN WASTE OIL REFINERY, INTERMOUNTAIN WASTE OIL REFINERY, INTERMOUNTAIN OIL, INTERMOUNTAIN WASTE OIL REFINERY",10/10/1995,www.epa.gov/superfund/intermountain-waste,
