NDC,INGREDIENT
00228306411,dextroamphetamine
00228306411,amphetamine
00145237105,benzoyl peroxide
00145237105,clindamycin
68001050555,polyethylene glycol 3350
00904201360,aspirin
70954006110,prednisone
43553000305,miconazole
68180089713,ferrous fumarate
68180089713,ethinyl estradiol
68180089713,norethindrone
63323001302,thiamine
68013001101,hyoscyamine
00641606110,midazolam
76439010750,desloratadine
67877087920,cefpodoxime
11534016615,sodium polystyrene sulfonate
50428707942,sennosides; usp
60758006005,levobunolol
49100036374,lacticaseibacillus rhamnosus
45802080601,salicylic acid
00185435001,isoniazid
00121074408,guaifenesin
42043023006,cefuroxime
71930006215,levetiracetam
00462035930,oxiconazole
00904567861,paroxetine
60793086001,levothyroxine
99207052530,fluocinonide
00121467555,valproate
00006468100,rubella virus vaccine live (wistar ra 27-3 strain)
00006468100,mumps virus vaccine live; jeryl lynn strain
00006468100,measles virus vaccine live; enders' attenuated edmonston strain
62756034844,octreotide
00069134002,ondansetron
00832048030,eplerenone
00093730265,ondansetron
68382009701,paroxetine
68682099595,acyclovir
13668008274,levofloxacin
63304072660,clarithromycin
00115169219,buspirone
10702007006,oxymorphone
66993047860,lamivudine
68682071010,enalapril
65162010110,gabapentin
63402020230,eslicarbazepine
59762134401,pregabalin
00591079001,methylprednisolone
65862028601,perindopril
68025007690,amantadine
00002441504,olanzapine
40085021912,promethazine
31722040601,gabapentin
00085173303,moxifloxacin
57237017601,venlafaxine
69097053637,testosterone
52565005626,triamcinolone
51079066720,sulindac
55111025090,terbinafine
00603497821,acetaminophen
00603497821,oxycodone
13811065860,celecoxib
50383072015,chlorhexidine
42865010402,lipase
42865010402,amylase
42865010402,protease
00023611803,podofilox
62175026232,nifedipine
00023921115,timolol
00023921115,brimonidine
65862070755,amoxicillin
47781036801,nifedipine
67877061015,tizanidine
63323069044,acetylcysteine
00781580710,losartan
16714025801,amitriptyline
63323054001,heparin
69618003410,sodium bicarbonate
67544002053,diazepam
33342032980,triamcinolone
50419025301,riociguat
37808035934,dextromethorphan
37808035934,guaifenesin
00113030602,polyethylene glycol 3350
43553324903,petrolatum
00904515460,guaifenesin
21695010900,ranitidine
00363023820,docusate
00115147352,fluticasone
49348004537,diphenhydramine
00172443149,misoprostol
00603158454,promethazine
00591538205,methocarbamol
10702027703,leflunomide
00591217501,acetaminophen
00591217501,hydrocodone
57237013901,torsemide
00168006460,fluocinolone
00032120607,lipase
00032120607,amylase
00032120607,protease
00093527601,dexmethylphenidate
00904563140,gabapentin
59630075050,methylphenidate
70842010101,delafloxacin
58914017110,sucralfate
63739039110,gabapentin
00143968025,glycopyrronium
00093585193,escitalopram
36000028325,furosemide
00173036301,ranitidine
00603421016,lisinopril
65862059912,rizatriptan
00054010820,ramipril
64376013712,levetiracetam
60429086410,losartan
47335006186,dofetilide
00093322308,estradiol
16714080701,dextroamphetamine
16714080701,amphetamine
43598096530,aripiprazole
00781216460,ziprasidone
00406035762,acetaminophen
00406035762,hydrocodone
51991082001,propranolol
00003633517,hydroxyurea
00603158754,phenylephrine
00603158754,promethazine
00904582960,cetirizine
57237003005,amoxicillin
51672130903,betamethasone
00168038204,sulfacetamide
27241003703,solifenacin
63323035560,levofloxacin
00187320447,fluorouracil
58980061030,urea
00363023840,docusate
42291061690,midodrine
50474071081,certolizumab pegol
00603090058,sorbitol
10572001201,potassium sulfate
10572001201,sodium sulfate
10572001201,magnesium sulfate
65862070930,raloxifene
43547033003,hydrochlorothiazide
43547033003,irbesartan
00904227260,niacin
11917017183,cholecalciferol
16729008915,finasteride
00168015431,hydrocortisone
58160088552,influenza a virus (h1n1) antigen
58160088552,influenza a virus (h3n2) antigen
58160088552,influenza b virus antigen
49348019013,calcium polycarbophil
59746036190,valsartan
00113027468,aspirin
69097037602,tadalafil
50228011301,fluoxetine
00904693181,polyethylene glycol 3350
00536121429,diphenhydramine
68682040910,clidinium
68682040910,chlordiazepoxide
37205083340,magnesium hydroxide
00078070802,alpelisib
68001013300,amlodipine
68001013300,benazepril
45802034405,nicotine
36800090903,diphenhydramine
50428038132,ubidecarenone
00904619546,anastrozole
50428035047,dextromethorphan
55111029198,sumatriptan
68016001803,vitamin e
24385036240,aluminum hydroxide
24385036240,magnesium hydroxide
24385036240,simethicone
11527075043,sodium fluoride
00555091709,amiodarone
00075802510,enoxaparin
10147015001,itraconazole
59011042020,oxycodone
00555077602,dextroamphetamine
00555077602,amphetamine
36000028225,furosemide
68645045590,enalapril
68084033997,sumatriptan
00006008182,sitagliptin
00006008182,metformin
68001020000,diclofenac
33342002907,donepezil
47781046671,voriconazole
00781921395,tazobactam
00781921395,piperacillin
00409792202,glucose
57237025590,montelukast
00378700501,loxapine
68084025501,hydroxyzine
67857080445,clocortolone
00555079202,dextroamphetamine
00555079202,amphetamine
10631009362,triamcinolone
43547023209,amlodipine
59762018103,venlafaxine
00093545528,estradiol
00093545528,norethindrone
60505367303,paroxetine
50111047102,propranolol
68001026104,bupropion
00115146952,mometasone
61314024503,betaxolol
24338010603,erythromycin
00781520610,losartan
00781520610,hydrochlorothiazide
17478010720,levofloxacin
16714040201,cefpodoxime
71858003004,levothyroxine
67457046799,methotrexate
64376063210,alprazolam
24658031220,doxycycline
00004018683,ibandronate
69543010150,cephalexin
13548003145,clocortolone
50111030901,hydroxyzine
64679096201,azithromycin
57237012299,warfarin
68546017160,deutetrabenazine
00363017514,acetaminophen
61269021090,fenofibrate
00641603525,glycopyrronium
61442011605,glimepiride
63304040101,oxycodone
49348087410,cholecalciferol
10135017362,aspirin
37205083715,omeprazole
62541030230,avanafil
59366282703,hydrocortisone
00591210930,risedronate
00555105786,isotretinoin
65219025600,tazobactam
65219025600,piperacillin
49483034010,acetaminophen
00904679761,lisinopril
00185064901,diphenhydramine
70156010501,hyoscyamine
29300042901,zonisamide
62011017301,nicotine
31604002742,melatonin
00703450204,metoclopramide
57664013488,benzonatate
64720015806,cilostazol
69097034135,difluprednate
00378654091,lovastatin
68968342508,estradiol
00093313482,ethinyl estradiol
00093313482,levonorgestrel
68682017030,vitamin k1
43547048610,methylphenidate
67877042260,cholestyramine resin
68462046706,rizatriptan
00169210011,insulin aspart; human
45802017156,urea
69618004901,sennosides; usp
69618004901,docusate
42806064901,diphenhydramine
29336061012,imiquimod
00781605470,timolol
00781605470,dorzolamide
59762233206,glyburide
59762233206,metformin
00555025205,dipyridamole
33342006744,olanzapine
63304048901,verapamil
55390000410,glucagon
00074331690,simvastatin
00074331690,niacin
00093803601,glyburide
00904636961,amlodipine
60505008200,sotalol
00115133201,dextroamphetamine
00115133201,amphetamine
51672403503,warfarin
64720013815,tizanidine
00781521801,desipramine
60505375909,candesartan
60505375909,hydrochlorothiazide
65162075110,benazepril
42543049701,amantadine
00173077702,lamotrigine
00054023755,morphine
00591033501,acyclovir
00591345001,morphine
51079067306,clarithromycin
31722051090,simvastatin
53489055201,propafenone
64980011110,benztropine
61748020260,erythromycin
59630030065,nitroglycerin
51991063190,pramipexole
00182125989,trazodone
51672125401,fluocinonide
00409337402,tazobactam
00409337402,piperacillin
51862031478,fentanyl
00115165803,nabumetone
61570013150,silver sulfadiazine
51991046801,cyclobenzaprine
00093739398,niacin
57664039913,glipizide
13668008301,levofloxacin
60505056501,latanoprost
00781516960,bupropion
59762222002,cefprozil
72572037025,lidocaine
63323016101,ketorolac
00904198261,acetaminophen
50428547802,aspirin
72603011501,tamsulosin
42291050750,potassium chloride
42291088490,hydrochlorothiazide
42291088490,valsartan
68180091407,tadalafil
66993094945,benzoyl peroxide
66993094945,clindamycin
30768019484,melatonin
47335086183,tramadol
00603143558,metoclopramide
52343002445,simvastatin
33342032954,triamcinolone
00713080753,betamethasone
63868032808,bisacodyl
42291069610,quetiapine
16729013900,glipizide
53746010205,gabapentin
00054035244,morphine
00781107810,atenolol
00378180001,levothyroxine
16571020211,diclofenac
00487950103,albuterol
00078035934,valsartan
65862019901,gabapentin
33342002710,donepezil
00143125401,hydrocortisone
50111043303,trazodone
00456142030,nebivolol
16729019617,lisinopril
00093736510,losartan
00832532410,potassium chloride
62756076488,torsemide
59762154003,amlodipine
00186404001,esomeprazole
68382000601,lamotrigine
00597000160,aspirin
00597000160,dipyridamole
00085128801,mometasone
00172572860,famotidine
64764015860,pioglitazone
64764015860,metformin
53746019010,naproxen
64597030160,dextromethorphan
64597030160,quinidine
57237001930,duloxetine
00781335666,enoxaparin
68382031910,tramadol
47781027509,isosorbide
57664005718,amlodipine
00310075290,rosuvastatin
68180021209,losartan
00002512330,prasugrel
00172572880,famotidine
31722052590,finasteride
00186037020,budesonide
00186037020,formoterol
55111018010,tizanidine
00832201200,amantadine
00527132410,digoxin
00574014560,trospium
00173071215,dutasteride
00430017015,darifenacin
00378021610,furosemide
00378250093,tamsulosin
00378034505,diazepam
59746012110,meclizine
16729003510,anastrozole
68645055254,lisinopril
65862020299,losartan
51672300803,lidocaine
61442010301,diclofenac
00591093301,acetaminophen
00591093301,oxycodone
00781572010,potassium chloride
00074662413,levothyroxine
13107000334,mirtazapine
68180011316,levetiracetam
68462041820,lidocaine
13668014190,clopidogrel
69097012805,amlodipine
50742013501,allopurinol
68462033390,pramipexole
00378018210,propranolol
68180046807,lovastatin
00054001729,prednisone
54458089110,escitalopram
62756018588,oxcarbazepine
00046087293,estrogens; conjugated (usp)
00591369330,paliperidone
00781522101,carvedilol
60505257909,atorvastatin
00143147705,prednisone
16729017001,escitalopram
69097045805,fenofibrate
65862000805,metformin
31722020705,citalopram
00071101468,pregabalin
67253090211,alprazolam
00168005515,betamethasone
00378354501,mirtazapine
55513076002,evolocumab
00228289203,duloxetine
59011041010,oxycodone
65162089603,aripiprazole
58914017014,sucralfate
00486111401,sodium phosphate; monobasic
00486111401,methenamine
55111027950,levofloxacin
00054001725,prednisone
00456122830,donepezil
00456122830,memantine
00378300501,thiothixene
00172541146,fluconazole
00378710077,fenofibrate
00781502207,methylprednisolone
00378001801,metoprolol
00093720656,mirtazapine
47781030801,nitrofurantoin
10702001801,oxycodone
60505025303,clopidogrel
65862019201,fluoxetine
16571012050,levofloxacin
51991074605,duloxetine
16714066301,gabapentin
00574041207,polyethylene glycol 3350
64380072306,calcitriol
00603137865,lactulose
00591260501,acetaminophen
00591260501,hydrocodone
65162025350,ranitidine
16729018201,hydrochlorothiazide
43547035411,lisinopril
68001036206,cefdinir
63304069205,clindamycin
16714007104,baclofen
00046110081,estrogens; conjugated (usp)
62756071113,topiramate
00075770060,riluzole
68462019005,naproxen
59148000613,aripiprazole
00054017713,buprenorphine
00071101768,pregabalin
53489012005,doxycycline
00093300893,lansoprazole
16714058102,losartan
50111064802,fluoxetine
00093585105,escitalopram
00169368712,insulin detemir
60505082901,fluticasone
00603499221,oxycodone
00378110101,prazosin
65862000899,metformin
68180044501,quetiapine
33342006015,clopidogrel
68382005601,warfarin
00093738301,venlafaxine
49884012201,labetalol
65862019301,fluoxetine
68382019816,pramipexole
00378180710,levothyroxine
68382012216,amlodipine
00603240621,baclofen
64679043304,pantoprazole
68382013814,topiramate
68180075203,amlodipine
00591350804,clonidine
16729017317,amitriptyline
00093316006,cefdinir
13668009690,pantoprazole
65862018501,clindamycin
00832046560,nystatin
16729001016,pravastatin
00406036005,acetaminophen
00406036005,hydrocodone
51248015003,solifenacin
68001000603,gabapentin
57664085385,minocycline
51672126403,fluocinonide
00781604146,amoxicillin
68180037803,losartan
49884040601,metoprolol
51862006301,diazepam
00172392770,diazepam
00115146845,lidocaine
00115146845,prilocaine
13668018230,rosuvastatin
49884046566,cholestyramine resin
42043014105,cephalexin
00002771559,insulin glargine
16714033002,gabapentin
59011075804,buprenorphine
00169183702,insulin isophane
00169183702,insulin; regular; human
69238183107,levothyroxine
45963055550,gabapentin
45963014205,bupropion
00054008425,zaleplon
33342004910,irbesartan
00185061010,chlordiazepoxide
68180041306,hydrochlorothiazide
68180041306,irbesartan
00078047234,hydrochlorothiazide
00078047234,valsartan
55111017915,tizanidine
62756053886,riluzole
76204060060,albuterol
76204060060,ipratropium
55111072590,montelukast
00172435770,ranitidine
59762232201,eletriptan
16714039102,cefdinir
63304062210,atenolol
00378363101,carvedilol
51991077290,lansoprazole
49884029807,clavulanate
49884029807,amoxicillin
63304082990,atorvastatin
00472032126,hydrocortisone
47335092488,lansoprazole
68382039801,potassium chloride
68462023210,omeprazole
60505016809,pravastatin
00093171501,warfarin
68682099398,diltiazem
00168038360,metronidazole
60758088010,fluorometholone
00093733401,mycophenolate mofetil
43547040111,furosemide
65862014505,carvedilol
00591039501,naloxone
00591039501,pentazocine
60505014201,glipizide
00555904358,desogestrel
00555904358,ethinyl estradiol
00555904358,inert ingredients
50419048858,sorafenib
68382000514,topiramate
68382080510,trazodone
00781313363,enoxaparin
00093010901,carbamazepine
00185006401,clonazepam
62175018143,pantoprazole
00603388132,acetaminophen
00603388132,hydrocodone
00603388821,acetaminophen
00603388821,hydrocodone
31722020701,citalopram
00054025913,montelukast
69097095805,pregabalin
16729000517,simvastatin
55111012290,atorvastatin
00955100410,enoxaparin
61958100101,ranolazine
00603388721,acetaminophen
00603388721,hydrocodone
00185010210,lisinopril
45963057008,pantoprazole
50111045002,trazodone
16714044801,amitriptyline
00006027754,sitagliptin
65862042005,sulfamethoxazole
65862042005,trimethoprim
00603258221,carisoprodol
00378402401,doxazosin
00591354060,bupropion
00378015201,clonidine
59746000103,methylprednisolone
55111012305,atorvastatin
65862018730,ondansetron
00591321272,fentanyl
00781220105,temazepam
16714044702,amitriptyline
68382025116,atorvastatin
68645049254,pantoprazole
00378522293,omeprazole
00185006410,clonazepam
00115982203,digoxin
00310196930,naloxegol
69097012605,amlodipine
00093077801,carbamazepine
00406831501,morphine
54458093010,hydrochlorothiazide
65162010150,gabapentin
47335077991,azelastine
68645051554,amlodipine
61314064511,hydrocortisone
61314064511,neomycin
61314064511,polymyxin b
67877019910,amlodipine
51991018831,methylprednisolone
65162054510,primidone
65862001005,metformin
00378180010,levothyroxine
65162067384,risperidone
68180051901,lisinopril
68180051901,hydrochlorothiazide
16729018217,hydrochlorothiazide
49884064001,methimazole
68084048301,levofloxacin
00069046903,varenicline
00378414591,riluzole
62037071001,potassium chloride
00185010110,lisinopril
00245005710,potassium chloride
16729002016,pioglitazone
00378401701,desloratadine
00071015723,atorvastatin
68462018801,naproxen
00409733201,ceftriaxone
00591093201,acetaminophen
00591093201,oxycodone
65162075009,dutasteride
69452014920,progesterone
00093001806,tolterodine
43598016630,olanzapine
60505265401,trazodone
67253090350,alprazolam
43547035311,lisinopril
00093010910,carbamazepine
67877019810,amlodipine
00071101641,pregabalin
58160082311,varicella zoster virus glycoprotein e
00832532510,potassium chloride
53746010101,gabapentin
64679042202,amlodipine
55111017290,finasteride
00406896201,dextroamphetamine
60505299703,duloxetine
50111091701,torsemide
67877021660,cefuroxime
00228207650,temazepam
00409350501,meropenem
60505058204,moxifloxacin
60505010201,etodolac
55111019830,simvastatin
30698042112,carbamazepine
00603082394,diphenhydramine
59762081001,nadolol
00603243432,benztropine
69097083512,sertraline
00591085301,acetaminophen
00591085301,hydrocodone
00591588301,methylphenidate
00054001825,prednisone
51672127506,clotrimazole
23155011110,propranolol
31722073190,irbesartan
00172572970,famotidine
00781540405,lorazepam
64679017402,ropinirole
64380076304,dutasteride
00172392760,diazepam
59762490004,sertraline
00591252001,chlorzoxazone
55111015834,omeprazole
00781518292,levothyroxine
63323069030,acetylcysteine
00378277701,lorazepam
62756079613,valproate
00093078710,atenolol
25021040201,heparin
62037099901,potassium chloride
00186402001,esomeprazole
29300024210,amlodipine
00006011754,montelukast
13310011901,colchicine
00093365840,buprenorphine
00378180901,levothyroxine
70010075405,methocarbamol
60505265601,triamterene
60505265601,hydrochlorothiazide
00527142563,morphine
66993002227,levalbuterol
00378207510,lisinopril
00555097102,dextroamphetamine
00555097102,amphetamine
67425000312,timolol
16714068302,simvastatin
00054006344,risperidone
62175027137,oxybutynin
68645040070,pantoprazole
59762040101,sucralfate
23155001001,indomethacin
53746011001,acetaminophen
53746011001,hydrocodone
49884082510,metoprolol
68462026005,verapamil
68084036001,potassium chloride
16714045501,quetiapine
00074663330,ritonavir
64679054502,levofloxacin
68001025903,potassium chloride
00172376070,lisinopril
57664050289,tizanidine
31722023790,amlodipine
51672125801,clobetasol
16571030316,potassium chloride
16729009016,finasteride
51660014190,valsartan
00832003810,oxybutynin
00378022893,pioglitazone
16729004301,tacrolimus
00781531810,zolpidem
57237022405,ramipril
00093081101,nortriptyline
68462046160,trospium
16714075002,clonazepam
00074621513,valproate
00781286810,omeprazole
68180049301,clomipramine
13668009190,pramipexole
00185013001,bumetanide
00406012401,acetaminophen
00406012401,hydrocodone
55111059760,memantine
51991074990,dutasteride
29300024105,amlodipine
68382010610,valproate
16714035501,levetiracetam
00430017115,darifenacin
65862014905,finasteride
51991065116,levetiracetam
59762181201,paroxetine
00603154258,potassium chloride
42858066045,fenofibrate
16714062102,zolpidem
17478071311,ofloxacin
00409427601,lidocaine
60505255105,gabapentin
00781614116,levetiracetam
00185002501,lisinopril
60505024701,mirtazapine
54932050181,phenobarbital
63304069650,minocycline
57237014601,amlodipine
57237014601,benazepril
24338010620,erythromycin
13668013601,escitalopram
00591079501,dicyclomine
43386053002,nystatin
00591046005,glipizide
16714037502,quetiapine
00378115001,buspirone
51862006305,diazepam
00093075301,atenolol
60505009704,paroxetine
00115052201,fenofibrate
65862020001,gabapentin
00002322930,atomoxetine
13107015590,paroxetine
00054033425,cevimeline
33342002332,levofloxacin
00603318021,glycopyrronium
64679092302,enalapril
00007323411,fondaparinux
68462026001,verapamil
60505257908,atorvastatin
62756045788,carbidopa
62756045788,levodopa
67253038950,doxycycline
54458098910,paroxetine
64896066301,carbidopa
64896066301,levodopa
68001021603,triamterene
68001021603,hydrochlorothiazide
33342015715,celecoxib
49884072401,hydroxyurea
53746051110,spironolactone
31722023810,amlodipine
00591046105,glipizide
68645055354,lisinopril
00093031105,loperamide
00781320995,ceftriaxone
00574022001,liothyronine
43598051030,esomeprazole
00069046856,varenicline
00378520977,amlodipine
00603295732,clonidine
00591288201,verapamil
62175027037,oxybutynin
51862033301,estradiol
49884030702,clonazepam
59762081101,nadolol
68382012316,amlodipine
68180051601,lisinopril
00071041824,nitroglycerin
00378035705,pentoxifylline
00781708035,metronidazole
49884000901,isosorbide dinitrate
23155051901,isosorbide
00039001910,cefotaxime
67877014930,temazepam
00527105001,acetazolamide
68462010810,topiramate
43547027503,donepezil
00064081015,becaplermin
00378699252,albuterol
00378180977,levothyroxine
00093719856,fluoxetine
63323031461,vancomycin
63304063201,fluoxetine
00054051744,morphine
00378395305,atorvastatin
68645045854,atorvastatin
29300012601,bisoprolol
68645052354,sertraline
68180097101,levothyroxine
17478017424,levalbuterol
16714037602,quetiapine
57664050618,metoprolol
00378077193,cyclobenzaprine
00008092360,pantoprazole
55111053405,valproate
00781537701,lorazepam
00378808805,tramadol
00378808805,acetaminophen
29300012701,bisoprolol
00093867574,clavulanate
00093867574,amoxicillin
57237010199,metoprolol
51672403401,warfarin
69238145902,potassium chloride
72511076002,evolocumab
59310058020,albuterol
00409272302,heparin
00168035730,lidocaine
00168035730,prilocaine
00378477501,benazepril
00378477501,hydrochlorothiazide
49502060561,formoterol
00093067006,gemfibrozil
00603212828,alprazolam
00527135301,hydromorphone
16714047802,clavulanate
16714047802,amoxicillin
00093035010,acetaminophen
00093035010,codeine
00093205801,nifedipine
00781519101,levothyroxine
16714065801,venlafaxine
00054429725,furosemide
00245018111,valproate
27241009990,duloxetine
59762314001,azithromycin
00087277332,irbesartan
60505132309,pravastatin
00378111001,glipizide
51079088220,clonazepam
50458055101,paliperidone
00781150601,atenolol
24208044605,besifloxacin
68001014300,ramipril
60505132901,metformin
00143177101,isosorbide dinitrate
00006027531,montelukast
68462019790,pravastatin
64679067001,lansoprazole
13107002005,acetaminophen
13107002005,hydrocodone
13107000130,mirtazapine
65162054110,cyclobenzaprine
00093816410,quetiapine
68001015600,venlafaxine
31722021801,benztropine
68645048170,atorvastatin
00591398405,celecoxib
00093762398,pregabalin
64980020901,oxybutynin
00904640961,donepezil
00093053601,naproxen
44567024110,cefepime
16714058301,losartan
61314001205,ofloxacin
29300024305,amlodipine
00093316753,minocycline
27241011703,fenofibrate
65862047099,losartan
65862047099,hydrochlorothiazide
00078038315,hydrochlorothiazide
00078038315,valsartan
00591292023,levalbuterol
60505011200,gabapentin
51991070410,alprazolam
00168029315,clobetasol
68382076010,metformin
00591042401,triamterene
00591042401,hydrochlorothiazide
50458057910,rivaroxaban
13668004960,lamotrigine
55513071001,denosumab
64679015502,ropinirole
61314063006,dexamethasone
61314063006,neomycin
61314063006,polymyxin b
54458090010,simvastatin
68682037190,diltiazem
23155000401,hydralazine
60505009300,doxazosin
00143126710,lisinopril
00378880410,warfarin
68180056006,quinine
00781560731,valsartan
62332002431,fluoxetine
00078047015,deferasirox
00781148801,amitriptyline
66582031531,ezetimibe
66582031531,simvastatin
00002877059,insulin isophane
00002877059,insulin; regular; human
68382003416,venlafaxine
55111061701,eszopiclone
68001025605,duloxetine
70010077005,methocarbamol
68180051801,lisinopril
68180051801,hydrochlorothiazide
00093746498,irbesartan
67877028890,finasteride
68001027108,lisinopril
59762181503,paroxetine
47781019601,acetaminophen
47781019601,oxycodone
00185020401,benazepril
00185020401,hydrochlorothiazide
00781540292,rosuvastatin
64764025303,alogliptin
64764025303,pioglitazone
52544069419,diltiazem
15338021130,enalapril
45802094778,glimepiride
50742061610,metoprolol
58406044504,etanercept
00173064460,lamotrigine
47335053981,niacin
54458089210,escitalopram
16729014800,quetiapine
54458094410,sertraline
24208031510,trimethoprim
24208031510,polymyxin b
59762502601,gabapentin
00574402235,bacitracin
68001011900,metoprolol
55111015905,omeprazole
60505250301,leflunomide
00168031002,desonide
59762102101,amoxicillin
00172731046,cyclosporine
00338001704,glucose
51672302002,lidocaine
00713063818,ciclopirox
59762369001,doxycycline
00093721910,topiramate
53489040001,nystatin
61442016105,cephalexin
55111023090,pravastatin
00093816501,quetiapine
59746038410,terazosin
00781566831,voriconazole
00781522301,carvedilol
13668018930,tolterodine
57237010101,metoprolol
51991033701,gabapentin
00832712211,valproate
00378018201,propranolol
00093206310,quetiapine
55111017230,finasteride
49884083011,diltiazem
68645041170,losartan
63402070101,ciclesonide
00228308606,alprazolam
60505084505,olopatadine
68382034706,donepezil
43547036111,losartan
66220071930,lactulose
43598020452,clavulanate
43598020452,amoxicillin
27808003603,acetaminophen
27808003603,hydrocodone
00781604155,amoxicillin
47781064390,levothyroxine
65862078201,methenamine
16252061530,rosuvastatin
64679042302,amlodipine
33342012207,aripiprazole
61442014260,lovastatin
00713063815,ciclopirox
43547041911,lisinopril
60429005210,cyclobenzaprine
72124000201,aclidinium
00591374301,morphine
13668011810,losartan
13668011810,hydrochlorothiazide
67877022205,gabapentin
66993089749,betamethasone
16729003515,anastrozole
00597014954,dabigatran etexilate
16714069701,valacyclovir
67877012450,silver sulfadiazine
60505068804,tazobactam
60505068804,piperacillin
60432006500,clavulanate
60432006500,amoxicillin
16714087703,atorvastatin
00472037915,betamethasone
00472037915,clotrimazole
10370051010,valproate
00832003850,oxybutynin
59746000106,methylprednisolone
00074630213,erythromycin
00591084515,glipizide
68462039790,omeprazole
63653117105,clopidogrel
57664016758,metoprolol
00054002125,lithium carbonate
62175048637,verapamil
00781523980,ondansetron
00228202750,alprazolam
59746017506,prednisone
00555099702,fludrocortisone
00085173301,moxifloxacin
00591034805,triamterene
00591034805,hydrochlorothiazide
52544015230,silodosin
59762007401,hydrocortisone
00071015623,atorvastatin
60505132305,pravastatin
00574041205,polyethylene glycol 3350
00093812301,doxazosin
62584025201,ranitidine
16571050111,losartan
59762153001,amlodipine
66887000105,testosterone
00591040810,lisinopril
16714070301,lamotrigine
16714035303,fluoxetine
63402019310,eszopiclone
00065924007,difluprednate
00185077101,bisoprolol
66685100101,clavulanate
66685100101,amoxicillin
00555101116,clonidine
33342010511,quetiapine
68382011314,risperidone
68001024604,ondansetron
60505006502,omeprazole
55111020005,simvastatin
00093084030,ketoconazole
55111014512,fluconazole
68645046154,atorvastatin
29033000201,theophylline
13668015590,esomeprazole
16252057250,ramipril
00172392780,diazepam
63304084610,metoclopramide
51672402801,warfarin
70710122500,amitriptyline
61703035038,methotrexate
00591532501,colchicine
00591532501,probenecid
16714061204,sertraline
13668022030,aripiprazole
10702000710,cyclobenzaprine
69097012715,amlodipine
68682010150,pentoxifylline
00093206198,fenofibrate
66582031131,ezetimibe
66582031131,simvastatin
00603240628,baclofen
68462029305,verapamil
00168009930,ketoconazole
00406114401,methylphenidate
64679092906,lisinopril
00054016625,mycophenolate mofetil
00037024330,azelastine
67253074150,gemfibrozil
31722052530,finasteride
00378363305,carvedilol
64679093603,famotidine
68180075701,amlodipine
68180075701,benazepril
68462019590,pravastatin
68645045090,cyclobenzaprine
00093032101,diltiazem
65862059801,tamsulosin
44567080401,tazobactam
44567080401,piperacillin
63739028431,diltiazem
31722070110,losartan
61314063136,dexamethasone
61314063136,neomycin
61314063136,polymyxin b
61314070101,sulfacetamide
00591052801,estradiol
00093035001,acetaminophen
00093035001,codeine
68180033407,ziprasidone
00603153558,potassium chloride
50111032801,hydralazine
68462022001,lithium carbonate
00603211532,allopurinol
16729009001,finasteride
00904635161,levofloxacin
63402091164,arformoterol
00378932132,salmeterol
00378932132,fluticasone
00603941858,ranitidine
53489014601,sulfamethoxazole
53489014601,trimethoprim
69097083502,sertraline
55111064534,omeprazole
53746025360,ranitidine
00185017310,lisinopril
00185017310,hydrochlorothiazide
69452013217,dofetilide
68382006716,simvastatin
00781595292,hydrochlorothiazide
00781595292,valsartan
55390000401,glucagon
51672129803,ketoconazole
61971012001,sulfamethoxazole
61971012001,trimethoprim
49884067701,nifedipine
49884068505,metoclopramide
63323026201,heparin
16714035304,fluoxetine
00093913306,amiodarone
65862005390,simvastatin
51079044020,levothyroxine
61442011701,glimepiride
63323032050,tazobactam
63323032050,piperacillin
00603316202,folic acid
00093816301,quetiapine
68382076001,metformin
00093474001,citalopram
00378035101,haloperidol
55111012705,ciprofloxacin
68180048602,pravastatin
68382007016,pravastatin
00527130101,primidone
00093723106,cilostazol
54458098016,citalopram
23155012201,ropinirole
00591079605,sulfasalazine
64720012510,glyburide
55111029309,sumatriptan
60505009600,doxazosin
59762152002,amlodipine
00093729501,carvedilol
70727049725,netarsudil
50383004224,prednisolone
43547026910,ropinirole
16714044401,enalapril
31722052510,finasteride
60505008304,paroxetine
59762372103,alprazolam
00085134107,mometasone
42571016201,clavulanate
42571016201,amoxicillin
62756079788,valproate
00574027505,potassium chloride
65862020290,losartan
68382059516,diltiazem
00228254050,carbidopa
00228254050,levodopa
60505026002,metformin
49884093547,diclofenac
52565005504,clobetasol
68645056854,atorvastatin
00378182377,levothyroxine
65162000750,amlodipine
00603516721,phenobarbital
60432003732,lactulose
16729004101,tacrolimus
16714050501,gabapentin
00093735056,lansoprazole
00075062040,enoxaparin
60758080105,timolol
00378181377,levothyroxine
00591554401,allopurinol
16729017301,amitriptyline
47781026501,oxycodone
60505014202,glipizide
68382026007,ribavirin
00472040394,clobetasol
00781148710,amitriptyline
60258085001,cyproheptadine
10702003645,sodium polystyrene sulfonate
10147089203,galantamine
00469260290,mirabegron
43386035701,acetaminophen
43386035701,hydrocodone
47781019605,acetaminophen
47781019605,oxycodone
49884021701,doxepin
00228253810,carbidopa
00228253810,levodopa
00591320730,pioglitazone
65862052830,venlafaxine
00378105310,enalapril
61314064305,tobramycin
66689069430,methadone
00378272191,galantamine
68382005510,warfarin
60505356203,montelukast
59762171002,eplerenone
00054485925,triazolam
55111039990,lansoprazole
51991070610,alprazolam
17478074202,vancomycin
65162064210,flecainide
68462016305,carvedilol
51079068463,atenolol
